tumor_id	mutation_id	region_id	cluster_label	phi	summary_phi	bic_refit_phi	major_cn	minor_cn	multiplicity_estimated	gamma_major	major_call	multiplicity_call	likelihood_model_id	path_reporting_fingerprint	map_path	pre_switch_path_probability	post_switch_path_probability	switch_boundary_ambiguity_probability	posterior_mutant_copy_mass	posterior_effective_multiplicity	map_mutant_copy_mass	map_effective_multiplicity	amplified_mutant_copy_probability	amplified_mutant_copy_call	path_entropy	summary_map_path	summary_pre_switch_path_probability	summary_post_switch_path_probability	summary_switch_boundary_ambiguity_probability	summary_posterior_mutant_copy_mass	summary_posterior_effective_multiplicity	summary_map_mutant_copy_mass	summary_map_effective_multiplicity	summary_amplified_mutant_copy_probability	summary_amplified_mutant_copy_call	summary_path_entropy	path_supported	path_unsupported_reason
exampleTumor1	m010	region2	2	0.5783395158849814	0.5783395130938829	0.5608789113245486	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.9782873584036963	0.02171264159630365	0.0	0.5812850774574896	1.0050931355918171	0.5783395158849814	1.0	0.02171264159630365	0	0.10485532879787339	3	0.9782873575204416	0.02171264247955835	0.0	0.5812850747258572	1.0050931357192192	0.5783395130938829	1.0	0.02171264247955835	0	0.1048553321728785	1	
exampleTumor1	m011	region1	2	0.4644698587764649	0.4644698459572693	0.43946078886605616	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	1.0	0.0	0.0	0.4644986891134416	1.0000620714916844	0.4644698587764649	1.0	6.207149168433094e-05	0	0.0006633699933746382	1	1.0	0.0	0.0	0.464498676305014	1.0000620715165809	0.4644698459572693	1.0	6.207151658085151e-05	0	0.0006633702345512617	1	
exampleTumor1	m011	region2	2	0.57833952801246	0.5783395130938829	0.5608789113245486	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	0.9999999999999999	0.0	0.0	0.5783418215572868	1.000003965741084	0.57833952801246	1.0	3.965741084098342e-06	0	5.3290898321685925e-05	1	1.0	0.0	0.0	0.5783418066399608	1.0000039657433497	0.5783395130938829	1.0	3.965743349743216e-06	0	5.32909265012307e-05	1	
exampleTumor1	m012	region1	2	0.46446980116589576	0.4644698459572693	0.43946078886605616	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	1.0	0.0	0.0	0.5026726066228502	1.0822503537604793	0.46446980116589576	1.0	0.0822503537604794	0	0.2842314042239828	1	1.0	0.0	0.0	0.5026726129082862	1.08225026292564	0.4644698459572693	1.0	0.08225026292563999	0	0.2842311851160393	1	
exampleTumor1	m012	region2	2	0.5783395240228446	0.5783395130938829	0.5608789113245486	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	0.9999999999999999	0.0	0.0	0.5785871997839468	1.0004282532159992	0.5783395240228446	1.0	0.00042825321599917164	0	0.00374960604408424	1	1.0	0.0	0.0	0.5785871889339024	1.0004282533605469	0.5783395130938829	1.0	0.0004282533605467877	0	0.003749607165103978	1	
exampleTumor1	m013	region1	1	0.9999999638949713	0.9999999820400683	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	1.0	0.0	0.0	1.000009016699479	1.0000090528048347	0.9999999638949713	1.0	9.05280483461973e-06	0	0.00011417787991240558	1	1.0	0.0	0.0	1.0000090348385449	1.0000090527986392	0.9999999820400683	1.0	9.052798639128389e-06	0	0.0001141778079676051	1	
exampleTumor1	m013	region2	1	0.9999999612841608	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	1.0	0.0	0.0	1.0000185641343289	1.0000186028508884	0.9999999612841608	1.0	1.860285088821191e-05	0	0.00022122857059344314	1	1.0	0.0	0.0	1.0000185772504961	1.0000186028407867	0.9999999744101855	1.0	1.860284078678161e-05	0	0.0002212284605669386	1	
exampleTumor1	m014	region1	1	1.0	0.9999999820400683	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	0.0	0.0	1.0	1.0000000016426462	1.0000000016426462	1.0	1.0	1.6426462149212258e-09	0	3.486838116991226e-08	1	1.0	0.0	0.0	0.9999999836827158	1.0000000016426476	0.9999999820400683	1.0	1.642647466732288e-09	0	3.486840645967501e-08	1	
exampleTumor1	m014	region2	1	1.0	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	0.0	0.0	1.0	1.0000000000037426	1.0000000000037426	1.0	1.0	3.742555010677077e-12	0	1.0221387199577452e-10	1	1.0	0.0	0.0	0.9999999744139281	1.0000000000037426	0.9999999744101855	1.0	3.742561127442904e-12	0	1.0221402681877435e-10	1	
exampleTumor1	m015	region1	2	0.4644698745469834	0.4644698459572693	0.43946078886605616	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	1.0	0.0	0.0	0.464472501528378	1.0000056558703558	0.4644698745469834	1.0	5.655870355692958e-06	0	0.22218577583393168	3	1.0	0.0	0.0	0.46447247294114524	1.0000056558760462	0.4644698459572693	1.0	5.655876046173827e-06	0	0.22218577590142474	1	
exampleTumor1	m015	region2	2	0.5783395092072232	0.5783395130938829	0.5608789113245486	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.9832402377137515	0.01675976228624858	0.0	0.580605838281963	1.0039186827782982	0.5783395092072232	1.0	0.01675976228624858	0	0.08519388394742361	3	0.9832402388775381	0.016759761122461934	0.0	0.5806058420763308	1.0039186825923825	0.5783395130938829	1.0	0.016759761122461934	0	0.08519387920454125	1	
exampleTumor1	m016	region1	1	1.0	0.9999999820400683	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.0	0.5283401512392425	0.47165984876075756	1.1002775197782135	1.1002775197782135	1.0	1.0	0.5283401512392425	1	1.0577574772194138	3	0.4716598250120328	0.5283401749879673	0.0	1.1002775015812487	1.1002775213421578	0.9999999820400683	1.0	0.5283401749879673	1	1.0577574909857155	1	
exampleTumor1	m016	region2	1	0.9999999612851616	0.9999999744101855	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.8242823072716365	0.1757176927283635	0.0	1.0563594540416135	1.0563594949384008	0.9999999612851616	1.0	0.1757176927283635	0	0.5866357336765006	3	0.8242823400609968	0.1757176599390033	0.0	1.056359457802965	1.0563594848350082	0.9999999744101855	1.0	0.1757176599390033	0	0.5866356602682823	1	
exampleTumor1	m017	region1	1	1.0	0.9999999820400683	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	0.0	0.0	1.0	1.0335343247424864	1.0335343247424864	1.0	1.0	0.03353432474248648	0	0.14682091789681428	1	1.0	0.0	0.0	1.0335343244754704	1.0335343430376767	0.9999999820400683	1.0	0.033534343037676384	0	0.14682097938833732	1	
exampleTumor1	m017	region2	1	1.0	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	1	0.0	0.0	1.0	1.0000000004254666	1.0000000004254666	1.0	1.0	4.254666034438849e-10	0	9.606114572737749e-09	1	1.0	0.0	0.0	0.9999999748356527	1.0000000004254672	0.9999999744101855	1.0	4.254672118970379e-10	0	9.606127759519506e-09	1	
exampleTumor1	m018	region1	1	1.0	0.9999999820400683	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	2	0.0	0.0	1.0	1.9999981844330026	1.9999981844330026	2.0	2.0	0.9999981844330027	1	2.581575018023007e-05	2	1.0	0.0	0.0	1.9999981485140261	1.9999981844338568	1.9999999640801367	2.0	0.9999981844338568	1	2.5815738890219334e-05	1	
exampleTumor1	m018	region2	1	1.0	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	2	0.0	0.0	1.0	1.999999995077682	1.999999995077682	2.0	2.0	0.9999999950776818	1	9.908373707168114e-08	2	1.0	0.0	0.0	1.999999943898057	1.9999999950776857	1.999999948820371	2.0	0.9999999950776857	1	9.90836635753718e-08	1	
exampleTumor1	m019	region1	1	1.0	0.9999999820400683	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.0	0.0897207180810798	0.9102792819189202	1.0170287475990387	1.0170287475990387	1.0	1.0	0.0897207180810798	0	0.3640808528453272	3	0.9102792663057103	0.0897207336942897	0.0	1.0170287317967626	1.0170287500625295	0.9999999820400683	1.0	0.0897207336942897	0	0.3640808998441618	1	
exampleTumor1	m019	region2	1	1.0	0.9999999744101855	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.0	0.0003018652367371491	0.9996981347632629	1.0000968199182787	1.0000968199182787	1.0	1.0	0.0003018652367371491	0	0.0029578344035394925	3	0.9996981345740379	0.0003018654259621614	0.0	1.0000967943852939	1.000096819977586	0.9999999744101855	1.0	0.0003018654259621614	0	0.0029578360684120184	1	
exampleTumor1	m020	region1	1	0.9999999638977659	0.9999999820400683	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.38382359916317677	0.6161764008368233	0.0	1.2868874389775335	1.286887485437047	0.9999999638977659	1.0	0.6161764008368233	1	1.0930059106272765	3	0.3838236625012694	0.6161763374987306	0.0	1.2868874332194866	1.2868874563318973	0.9999999820400683	1.0	0.6161763374987306	1	1.0930058967057477	1	
exampleTumor1	m020	region2	1	0.9999999612865681	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	2	0.0005457412403297613	0.9994542587596702	0.0	1.556446229666703	1.5564462899220803	1.5567500905189346	1.5567501507860757	0.9994542587596702	1	0.6974148473232618	2	0.0005457414300375104	0.9994542585699624	0.0	1.5564462492429272	1.556446289072099	1.556750103642552	1.5567501434794992	0.9994542585699624	1	0.6974148486170085	1	
exampleTumor1	m021	region1	1	0.9999999638981317	0.9999999820400683	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.4082079583766482	0.5917920416233519	0.0	1.2755342497992426	1.2755342958484137	0.9999999638981317	1.0	0.5917920416233519	1	1.08639864989729	3	0.40820802873562867	0.5917919712643713	0.0	1.2755342405506505	1.2755342634591587	0.9999999820400683	1.0	0.5917919712643713	1	1.0863986272579669	1	
exampleTumor1	m021	region2	1	0.9999999612865575	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	2	0.0011033184939009044	0.998896681506099	0.0	1.5561357984694968	1.5561358587128729	1.556750090518924	1.5567501507860813	0.998896681506099	1	0.7009981012428124	2	0.0011033188823706256	0.9988966811176294	0.0	1.556135817931418	1.5561358577526458	1.556750103642552	1.5567501434794992	0.9988966811176294	1	0.7009981036183764	1	
exampleTumor1	m022	region1	2	0.46446985945669855	0.4644698459572693	0.43946078886605616	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.9969707053851816	0.003029294614818424	0.0	0.46504481131288244	1.0012378668808701	0.46446985945669855	1.0	0.003029294614818424	0	0.3941497236070701	3	0.996970705096355	0.0030292949036449606	0.0	0.4650447978682717	1.0012378670348716	0.4644698459572693	1.0	0.0030292949036449606	0	0.3941497251730009	1	
exampleTumor1	m022	region2	2	0.5783394977558595	0.5783395130938829	0.5608789113245486	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.9747096659990333	0.02529033400096661	0.0	0.5864510911863668	1.0140256604675677	0.5783394977558595	1.0	0.02529033400096661	0	0.40645771541152287	3	0.974709672825548	0.025290327174452044	0.0	0.5864511043348617	1.0140256563097083	0.5783395130938829	1.0	0.025290327174452044	0	0.4064576925034923	1	
exampleTumor1	m023	region1	1	0.9999999638958604	0.9999999820400683	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.9597256718189792	0.040274328181020794	0.0	1.0187514128424147	1.0187514496235592	0.9999999638958604	1.0	0.040274328181020794	0	0.1967310367324893	3	0.9597256841325026	0.04027431586749751	0.0	1.0187514256189043	1.0187514439156107	0.9999999820400683	1.0	0.04027431586749751	0	0.19673098915204337	1	
exampleTumor1	m023	region2	1	1.0	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.0	7.725224096141752e-05	0.9999227477590386	1.0000430101951387	1.0000430101951387	1.0	1.0	7.725224096141752e-05	0	0.0008622542237712652	3	0.9999227477061399	7.725229386017243e-05	0.0	1.0000429846337873	1.0000430102247024	0.9999999744101855	1.0	7.725229386017243e-05	0	0.0008622547613021138	1	
exampleTumor1	m024	region1	1	1.0	0.9999999820400683	1.0	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.0	0.050868238940909305	0.9491317610590907	1.0236839015215178	1.0236839015215178	1.0	1.0	0.050868238940909305	0	0.23632300432105594	3	0.9491317451783454	0.050868254821654565	0.0	1.0236838904987564	1.0236839088840495	0.9999999820400683	1.0	0.050868254821654565	0	0.23632306180071308	1	
exampleTumor1	m024	region2	1	1.0	0.9999999744101855	1.0	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.0	9.58722358206728e-07	0.9999990412776417	1.0000005337687967	1.0000005337687967	1.0	1.0	9.58722358206728e-07	0	1.490891021027452e-05	3	0.9999990412768925	9.587231075270052e-07	0.0	1.0000005081793872	1.0000005337692155	0.9999999744101855	1.0	9.587231075270052e-07	0	1.4908921113349764e-05	1	
exampleTumor1	m025	region1	2	0.4644698071687777	0.4644698459572693	0.43946078886605616	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	1.0	0.0	0.0	0.467935815570676	1.0074622900098194	0.4644698071687777	1.0	0.00746229000981921	0	0.26443944064089153	3	1.0	0.0	0.0	0.4679358498012117	1.0074622795733899	0.4644698459572693	1.0	0.00746227957338971	0	0.2644393919206086	1	
exampleTumor1	m025	region2	2	0.5783395212254394	0.5783395130938829	0.5608789113245486	2.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	0.9923323827637965	0.007667617236203439	0.0	0.579375528089233	1.0017913471685256	0.5783395212254394	1.0	0.007667617236203439	0	0.04499005390789336	3	0.9923323813977608	0.007667618602239189	0.0	0.579375520079897	1.0017913474050422	0.5783395130938829	1.0	0.007667618602239189	0	0.0449900605517537	1	
exampleTumor1	m026	region1	2	0.4644698572026171	0.4644698459572693	0.43946078886605616	1.0	1.0					clipp2_single_switch_path_mixture_v1	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	3	1.0	0.0	0.0	0.4645072503303636	1.0000805071140069	0.4644698572026171	1.0	8.050711400671881e-05	0	0.2229346134195606	3	1.0	0.0	0.0	0.46450723909827096	1.000080507144494	0.4644698459572693	1.0	8.050714449418062e-05	0	0.22293461370019796	1	
