tumor_id	mutation_id	region_id	likelihood_model_id	likelihood_model_version	candidate_generator_version	path_prior_mode	path_reporting_fingerprint	path_scope	path_index	path_probability	map_path	summary_phi	summary_path_probability	summary_map_path	first_copy	second_copy	switch_fraction	path_prior	mutant_copy_mass	effective_multiplicity	amplified_mutant_copy	path_segment_at_fitted_phi	summary_mutant_copy_mass	summary_effective_multiplicity	summary_amplified_mutant_copy	summary_path_segment_at_clustered_phi	biological_duplicate_count
exampleTumor1	m003	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	1.7699513563680892e-11	0	0.9999999744101855	1.769954183400372e-11	0	2.0	2.0	1.0	0.02428889767926321	2.0	2.0	1	switch_boundary_at_fitted_phi	1.999999948820371	2.0	1	first_linear_segment_at_clustered_phi	1
exampleTumor1	m004	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.002689475245807953	0	0.9999999820400683	0.002689474654531397	0	2.0	1.0	0.46559310907204654	0.055039886808694184	1.4655930729673037	1.4655931258821666	1	second_linear_segment_at_fitted_phi	1.4655930911121149	1.465593117434067	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m004	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.002689476457588975	0	0.9999999820400683	0.0026894752573192095	0	1.0	2.0	0.5344068909279536	0.055039886808694205	1.4655930368625607	1.4655930897774223	1	second_linear_segment_at_fitted_phi	1.4655930731521831	1.465593099474135	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m004	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.994621048296603	1	0.9999999820400683	0.9946210500881494	1	1.0	1.0	1.0	0.8899202263826116	0.9999999638952571	1.0	0	first_linear_segment_at_fitted_phi	0.9999999820400683	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m004	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	2.7916833074728947e-05	0	0.9999999744101855	2.7916817951639016e-05	0	1.0	2.0	0.4432498707676336	0.04300336857382123	1.5567500518011903	1.5567501120716865	1	second_linear_segment_at_fitted_phi	1.5567500780527375	1.556750117889684	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m004	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	2.7916808811937623e-05	0	0.9999999744101855	2.7916801914685163e-05	0	2.0	1.0	0.5567501292323666	0.043003368573821206	1.5567500905167786	1.556750150787276	1	second_linear_segment_at_fitted_phi	1.556750103642552	1.5567501434794992	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m004	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9999441663581133	1	0.9999999744101855	0.9999441663801337	1	1.0	1.0	1.0	0.9139932628523576	0.9999999612844119	1.0	0	first_linear_segment_at_fitted_phi	0.9999999744101855	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m005	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	2.5427522968046932e-05	0	0.4644698459572693	2.5427532679742376e-05	0	2.0	1.0	0.46559310907204654	0.055039886808694184	0.9289397127259355	2.0	1	first_linear_segment_at_fitted_phi	0.9289396919145386	2.0	1	first_linear_segment_at_clustered_phi	2
exampleTumor1	m005	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.05824424387060398	0	0.4644698459572693	0.058244243870038695	0	1.0	2.0	0.5344068909279536	0.055039886808694205	0.4644698563629677	1.0	0	first_linear_segment_at_fitted_phi	0.4644698459572693	1.0	0	first_linear_segment_at_clustered_phi	2
exampleTumor1	m005	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.941730328606428	1	0.4644698459572693	0.9417303285972815	1	1.0	1.0	1.0	0.8899202263826116	0.4644698563629677	1.0	0	first_linear_segment_at_fitted_phi	0.4644698459572693	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m005	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.04305653774448129	0	0.5783395130938829	0.043056530466493506	0	1.0	2.0	0.4432498707676336	0.04300336857382123	0.7134291265310229	1.2335818808799799	1	second_linear_segment_at_fitted_phi	0.7134291554201322	1.2335819000219685	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m005	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.00018174842923847405	0	0.5783395130938829	0.0001817483664627185	0	2.0	1.0	0.5567501292323666	0.043003368573821206	1.1350896278816949	1.962670076196798	1	second_linear_segment_at_fitted_phi	1.1350896423262493	1.9626700521532379	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m005	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9567617138262803	1	0.5783395130938829	0.9567617211670438	1	1.0	1.0	1.0	0.9139932628523576	0.5783394986493282	1.0	0	first_linear_segment_at_fitted_phi	0.5783395130938829	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m006	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.1810292934436698	0	0.9999999820400683	0.18102932171536779	0	2.0	1.0	0.46559310907204654	0.055039886808694184	1.4655931090720467	1.4655931090720467	1	second_linear_segment_at_fitted_phi	1.4655930911121149	1.465593117434067	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m006	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.1810292934436698	0	0.9999999820400683	0.18102933307415878	0	1.0	2.0	0.5344068909279536	0.055039886808694205	1.4655931090720464	1.4655931090720464	1	second_linear_segment_at_fitted_phi	1.4655930731521831	1.465593099474135	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m006	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.6379414131126604	1	0.9999999820400683	0.6379413452104734	1	1.0	1.0	1.0	0.8899202263826116	1.0	1.0	0	switch_boundary_at_fitted_phi	0.9999999820400683	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m006	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.4974237534744453	0	0.9999999744101855	0.49742376210066774	0	1.0	2.0	0.4432498707676336	0.04300336857382123	1.5567500518045125	1.5567501120724228	1	second_linear_segment_at_fitted_phi	1.5567500780527375	1.556750117889684	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m006	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.4974238087664356	1	0.9999999744101855	0.4974237986485373	1	2.0	1.0	0.5567501292323666	0.043003368573821206	1.5567500905184395	1.556750150786351	1	second_linear_segment_at_fitted_phi	1.556750103642552	1.5567501434794992	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m006	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.005152437759119091	0	0.9999999744101855	0.005152439250795005	0	1.0	1.0	1.0	0.9139932628523576	0.999999961286073	1.0	0	first_linear_segment_at_fitted_phi	0.9999999744101855	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m007	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.0002787655111183904	0	0.4644698459572693	0.0002787655040491505	0	2.0	1.0	0.46559310907204654	0.055039886808694184	0.9289396904248921	2.0	1	first_linear_segment_at_fitted_phi	0.9289396919145386	2.0	1	first_linear_segment_at_clustered_phi	2
exampleTumor1	m007	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.05822948801583582	0	0.4644698459572693	0.058229488016247576	0	1.0	2.0	0.5344068909279536	0.055039886808694205	0.46446984521244605	1.0	0	first_linear_segment_at_fitted_phi	0.4644698459572693	1.0	0	first_linear_segment_at_clustered_phi	2
exampleTumor1	m007	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9414917464730458	1	0.4644698459572693	0.9414917464797032	1	1.0	1.0	1.0	0.8899202263826116	0.46446984521244605	1.0	0	first_linear_segment_at_fitted_phi	0.4644698459572693	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m007	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.04949612701367862	0	0.5783395130938829	0.049496119320636654	0	1.0	2.0	0.4432498707676336	0.04300336857382123	0.7134291258552399	1.2335818804322045	1	second_linear_segment_at_fitted_phi	0.7134291554201322	1.2335819000219685	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m007	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.00034751506566159244	0	0.5783395130938829	0.0003475149442770142	0	2.0	1.0	0.5567501292323666	0.043003368573821206	1.1350896275438034	1.9626700767592322	1	second_linear_segment_at_fitted_phi	1.1350896423262493	1.9626700521532379	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m007	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9501563579206598	1	0.5783395130938829	0.9501563657350863	1	1.0	1.0	1.0	0.9139932628523576	0.5783394983114367	1.0	0	first_linear_segment_at_fitted_phi	0.5783395130938829	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m008	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.020137160989410412	0	0.9999999820400683	0.020137156391104253	0	2.0	1.0	0.46559310907204654	0.055039886808694184	1.4655930729678375	1.4655931258819181	1	second_linear_segment_at_fitted_phi	1.4655930911121149	1.465593117434067	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m008	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.0201371671916579	0	0.9999999820400683	0.020137159476393256	0	1.0	2.0	0.5344068909279536	0.055039886808694205	1.4655930368636283	1.4655930897777076	1	second_linear_segment_at_fitted_phi	1.4655930731521831	1.465593099474135	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m008	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9597256718189316	1	0.9999999820400683	0.9597256841325026	1	1.0	1.0	1.0	0.8899202263826116	0.9999999638957909	1.0	0	first_linear_segment_at_fitted_phi	0.9999999820400683	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m008	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.0025185037415770294	0	0.9999999744101855	0.002518502510608008	0	1.0	2.0	0.4432498707676336	0.04300336857382123	1.556750051801768	1.5567501120718144	1	second_linear_segment_at_fitted_phi	1.5567500780527375	1.556750117889684	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m008	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.002518502221301188	0	0.9999999744101855	0.0025185015057452454	0	2.0	1.0	0.5567501292323666	0.043003368573821206	1.5567500905170673	1.556750150787115	1	second_linear_segment_at_fitted_phi	1.556750103642552	1.5567501434794992	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m008	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9949629940371217	1	0.9999999744101855	0.9949629959836468	1	1.0	1.0	1.0	0.9139932628523576	0.9999999612847008	1.0	0	first_linear_segment_at_fitted_phi	0.9999999744101855	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m009	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.00727331983305308	0	0.9999999820400683	0.007273318362472665	0	2.0	1.0	0.46559310907204654	0.055039886808694184	1.4655930729671673	1.4655931258822301	1	second_linear_segment_at_fitted_phi	1.4655930911121149	1.465593117434067	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m009	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	0.007273322435550311	0	0.9999999820400683	0.007273319657052961	0	1.0	2.0	0.5344068909279536	0.055039886808694205	1.465593036862288	1.4655930897773495	1	second_linear_segment_at_fitted_phi	1.4655930731521831	1.465593099474135	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m009	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9854533577313966	1	0.9999999820400683	0.9854533619804744	1	1.0	1.0	1.0	0.8899202263826116	0.9999999638951208	1.0	0	first_linear_segment_at_fitted_phi	0.9999999820400683	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m009	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	7.198016563126139e-08	0	0.9999999744101855	7.198026325171944e-08	0	1.0	2.0	0.4432498707676336	0.04300336857382123	1.5567501292323664	1.5567501292323664	1	second_linear_segment_at_fitted_phi	1.5567500780527375	1.556750117889684	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m009	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	2	7.198016563125935e-08	0	0.9999999744101855	7.198020132167723e-08	0	2.0	1.0	0.5567501292323666	0.043003368573821206	1.5567501292323667	1.5567501292323667	1	second_linear_segment_at_fitted_phi	1.556750103642552	1.5567501434794992	1	second_linear_segment_at_clustered_phi	2
exampleTumor1	m009	region2	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	3	0.9999998560396688	1	0.9999999744101855	0.9999998560395355	1	1.0	1.0	1.0	0.9139932628523576	1.0	1.0	0	switch_boundary_at_fitted_phi	0.9999999744101855	1.0	0	first_linear_segment_at_clustered_phi	8
exampleTumor1	m010	region1	clipp2_single_switch_path_mixture_v1	1	phased_unphased_two_state_positive_dosages_v1	endpoint_excess_dosage_penalty_biological_alias_mass_v1:alpha=3	5c247107561660669e1e40fa17e9c74b9ce7f23c4cacc5cd6479e760fab68aab	region_local	1	0.007666531907084396	0	0.4644698459572693	0.007666523468143389	0	2.0	1.0	0.46559310907204654	0.055039886808694184	0.9289396274885305	2.0	1	first_linear_segment_at_fitted_phi	0.9289396919145386	2.0	1	first_linear_segment_at_clustered_phi	2
