tumor_id	mutation_id	cluster_label	cluster_size	cluster_diameter	cluster_diameter_exact	phi_region1	summary_phi_region1	bic_refit_phi_region1	phi_region2	summary_phi_region2	bic_refit_phi_region2
exampleTumor1	m013	1	197	5.5547056535082934e-08	True	0.9999999638949713	0.9999999820400683	1.0	0.9999999612841608	0.9999999744101855	1.0
exampleTumor1	m014	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m015	2	85	1.3744913563334407e-07	True	0.4644698745469834	0.4644698459572693	0.43946078886605616	0.5783395092072232	0.5783395130938829	0.5608789113245486
exampleTumor1	m016	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612851616	0.9999999744101855	1.0
exampleTumor1	m017	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m018	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m019	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m020	1	197	5.5547056535082934e-08	True	0.9999999638977659	0.9999999820400683	1.0	0.9999999612865681	0.9999999744101855	1.0
exampleTumor1	m021	1	197	5.5547056535082934e-08	True	0.9999999638981317	0.9999999820400683	1.0	0.9999999612865575	0.9999999744101855	1.0
exampleTumor1	m022	2	85	1.3744913563334407e-07	True	0.46446985945669855	0.4644698459572693	0.43946078886605616	0.5783394977558595	0.5783395130938829	0.5608789113245486
exampleTumor1	m023	1	197	5.5547056535082934e-08	True	0.9999999638958604	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m024	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m025	2	85	1.3744913563334407e-07	True	0.4644698071687777	0.4644698459572693	0.43946078886605616	0.5783395212254394	0.5783395130938829	0.5608789113245486
exampleTumor1	m026	2	85	1.3744913563334407e-07	True	0.4644698572026171	0.4644698459572693	0.43946078886605616	0.5783395125849737	0.5783395130938829	0.5608789113245486
exampleTumor1	m027	2	85	1.3744913563334407e-07	True	0.4644698714134854	0.4644698459572693	0.43946078886605616	0.5783395181684008	0.5783395130938829	0.5608789113245486
exampleTumor1	m028	1	197	5.5547056535082934e-08	True	0.9999999638953856	0.9999999820400683	1.0	0.9999999582819457	0.9999999744101855	1.0
exampleTumor1	m029	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m030	2	85	1.3744913563334407e-07	True	0.4644698533035646	0.4644698459572693	0.43946078886605616	0.5783395279302994	0.5783395130938829	0.5608789113245486
exampleTumor1	m031	1	197	5.5547056535082934e-08	True	0.9999999638963133	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m032	1	197	5.5547056535082934e-08	True	0.9999999638951189	0.9999999820400683	1.0	0.99999996128422	0.9999999744101855	1.0
exampleTumor1	m033	2	85	1.3744913563334407e-07	True	0.4644698440831268	0.4644698459572693	0.43946078886605616	0.5783395032830239	0.5783395130938829	0.5608789113245486
exampleTumor1	m034	1	197	5.5547056535082934e-08	True	0.9999999638956097	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m035	1	197	5.5547056535082934e-08	True	0.9999999638949406	0.9999999820400683	1.0	0.999999961284811	0.9999999744101855	1.0
exampleTumor1	m036	3	18	1.8123689036591445e-06	True	0.20466075984892762	0.20466086196598293	0.18776779171076713	0.26801873944345556	0.26801886587083323	0.2487078336611672
exampleTumor1	m037	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m038	1	197	5.5547056535082934e-08	True	0.9999999638942404	0.9999999820400683	1.0	0.9999999612840856	0.9999999744101855	1.0
exampleTumor1	m039	2	85	1.3744913563334407e-07	True	0.4644698569948135	0.4644698459572693	0.43946078886605616	0.5783395235020387	0.5783395130938829	0.5608789113245486
exampleTumor1	m040	1	197	5.5547056535082934e-08	True	0.9999999638997986	0.9999999820400683	1.0	0.9999999612858608	0.9999999744101855	1.0
exampleTumor1	m041	2	85	1.3744913563334407e-07	True	0.4644698139782759	0.4644698459572693	0.43946078886605616	0.5783394858146015	0.5783395130938829	0.5608789113245486
exampleTumor1	m042	1	197	5.5547056535082934e-08	True	0.999999963895642	0.9999999820400683	1.0	0.9999999612843569	0.9999999744101855	1.0
exampleTumor1	m043	2	85	1.3744913563334407e-07	True	0.4644698400576308	0.4644698459572693	0.43946078886605616	0.5783395026170233	0.5783395130938829	0.5608789113245486
exampleTumor1	m044	1	197	5.5547056535082934e-08	True	0.9999999638952406	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m045	1	197	5.5547056535082934e-08	True	0.9999999638955086	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m046	1	197	5.5547056535082934e-08	True	0.9999999638995654	0.9999999820400683	1.0	0.9999999612866153	0.9999999744101855	1.0
exampleTumor1	m047	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m048	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612860953	0.9999999744101855	1.0
exampleTumor1	m049	2	85	1.3744913563334407e-07	True	0.464469850153739	0.4644698459572693	0.43946078886605616	0.5783395093234869	0.5783395130938829	0.5608789113245486
exampleTumor1	m050	2	85	1.3744913563334407e-07	True	0.4644698523001771	0.4644698459572693	0.43946078886605616	0.5783395183648806	0.5783395130938829	0.5608789113245486
exampleTumor1	m051	1	197	5.5547056535082934e-08	True	0.9999999639011476	0.9999999820400683	1.0	0.9999999577821324	0.9999999744101855	1.0
exampleTumor1	m052	1	197	5.5547056535082934e-08	True	0.9999999639018163	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m053	3	18	1.8123689036591445e-06	True	0.20466081701350702	0.20466086196598293	0.18776779171076713	0.26801865453112034	0.26801886587083323	0.2487078336611672
exampleTumor1	m054	1	197	5.5547056535082934e-08	True	0.9999999639006361	0.9999999820400683	1.0	0.9999999612859408	0.9999999744101855	1.0
exampleTumor1	m055	1	197	5.5547056535082934e-08	True	0.9999999638963133	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m056	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612842461	0.9999999744101855	1.0
exampleTumor1	m057	2	85	1.3744913563334407e-07	True	0.46446983985620444	0.4644698459572693	0.43946078886605616	0.5783395332652466	0.5783395130938829	0.5608789113245486
exampleTumor1	m058	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612854292	0.9999999744101855	1.0
exampleTumor1	m059	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612862114	0.9999999744101855	1.0
exampleTumor1	m060	2	85	1.3744913563334407e-07	True	0.46446984568665395	0.4644698459572693	0.43946078886605616	0.578339491075983	0.5783395130938829	0.5608789113245486
exampleTumor1	m061	2	85	1.3744913563334407e-07	True	0.46446984091395416	0.4644698459572693	0.43946078886605616	0.5783394911683539	0.5783395130938829	0.5608789113245486
exampleTumor1	m062	1	197	5.5547056535082934e-08	True	0.9999999638954062	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m063	2	85	1.3744913563334407e-07	True	0.4644698287388898	0.4644698459572693	0.43946078886605616	0.5783395202205297	0.5783395130938829	0.5608789113245486
exampleTumor1	m064	2	85	1.3744913563334407e-07	True	0.4644698530766225	0.4644698459572693	0.43946078886605616	0.5783395290740319	0.5783395130938829	0.5608789113245486
exampleTumor1	m065	1	197	5.5547056535082934e-08	True	0.9999999638954963	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m066	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612855343	0.9999999744101855	1.0
exampleTumor1	m067	1	197	5.5547056535082934e-08	True	0.999999963895011	0.9999999820400683	1.0	0.999999961284155	0.9999999744101855	1.0
exampleTumor1	m068	2	85	1.3744913563334407e-07	True	0.46446986841597365	0.4644698459572693	0.43946078886605616	0.5783395017140213	0.5783395130938829	0.5608789113245486
exampleTumor1	m069	3	18	1.8123689036591445e-06	True	0.20466154785818502	0.20466086196598293	0.18776779171076713	0.2680188565295392	0.26801886587083323	0.2487078336611672
exampleTumor1	m070	2	85	1.3744913563334407e-07	True	0.46446984176407935	0.4644698459572693	0.43946078886605616	0.5783395225495184	0.5783395130938829	0.5608789113245486
exampleTumor1	m071	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612864111	0.9999999744101855	1.0
exampleTumor1	m072	2	85	1.3744913563334407e-07	True	0.4644698285116304	0.4644698459572693	0.43946078886605616	0.5783395365314601	0.5783395130938829	0.5608789113245486
exampleTumor1	m073	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m074	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.999999961286849	0.9999999744101855	1.0
exampleTumor1	m075	2	85	1.3744913563334407e-07	True	0.464469851366107	0.4644698459572693	0.43946078886605616	0.5783394745805539	0.5783395130938829	0.5608789113245486
exampleTumor1	m076	2	85	1.3744913563334407e-07	True	0.46446982040963536	0.4644698459572693	0.43946078886605616	0.5783394937314844	0.5783395130938829	0.5608789113245486
exampleTumor1	m077	1	197	5.5547056535082934e-08	True	0.9999999638944874	0.9999999820400683	1.0	0.9999999612842402	0.9999999744101855	1.0
exampleTumor1	m078	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m079	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m080	2	85	1.3744913563334407e-07	True	0.46446984079553955	0.4644698459572693	0.43946078886605616	0.5783395238308543	0.5783395130938829	0.5608789113245486
exampleTumor1	m081	2	85	1.3744913563334407e-07	True	0.46446988285678875	0.4644698459572693	0.43946078886605616	0.5783395313990516	0.5783395130938829	0.5608789113245486
exampleTumor1	m082	2	85	1.3744913563334407e-07	True	0.4644698417939069	0.4644698459572693	0.43946078886605616	0.5783395402646901	0.5783395130938829	0.5608789113245486
exampleTumor1	m083	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m084	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612848933	0.9999999744101855	1.0
exampleTumor1	m085	1	197	5.5547056535082934e-08	True	0.9999999638982633	0.9999999820400683	1.0	0.9999999612858365	0.9999999744101855	1.0
exampleTumor1	m086	2	85	1.3744913563334407e-07	True	0.46446986579497934	0.4644698459572693	0.43946078886605616	0.5783395095611941	0.5783395130938829	0.5608789113245486
exampleTumor1	m087	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612859088	0.9999999744101855	1.0
exampleTumor1	m088	3	18	1.8123689036591445e-06	True	0.20466092177604053	0.20466086196598293	0.18776779171076713	0.2680186836299249	0.26801886587083323	0.2487078336611672
exampleTumor1	m089	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612844729	0.9999999744101855	1.0
exampleTumor1	m090	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612853921	0.9999999744101855	1.0
exampleTumor1	m091	1	197	5.5547056535082934e-08	True	0.9999999638954876	0.9999999820400683	1.0	0.9999999612844499	0.9999999744101855	1.0
exampleTumor1	m092	3	18	1.8123689036591445e-06	True	0.20466080612920487	0.20466086196598293	0.18776779171076713	0.2680186601327956	0.26801886587083323	0.2487078336611672
exampleTumor1	m093	1	197	5.5547056535082934e-08	True	0.9999999638948729	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m094	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m095	3	18	1.8123689036591445e-06	True	0.20466001155110938	0.20466086196598293	0.18776779171076713	0.26801860101999375	0.26801886587083323	0.2487078336611672
exampleTumor1	m096	2	85	1.3744913563334407e-07	True	0.4644698585119731	0.4644698459572693	0.43946078886605616	0.5783395302983736	0.5783395130938829	0.5608789113245486
exampleTumor1	m097	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m098	1	197	5.5547056535082934e-08	True	0.9999999638958017	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m099	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612844729	0.9999999744101855	1.0
exampleTumor1	m100	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612861571	0.9999999744101855	1.0
exampleTumor1	m101	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m102	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m103	2	85	1.3744913563334407e-07	True	0.4644698353003577	0.4644698459572693	0.43946078886605616	0.5783395226292188	0.5783395130938829	0.5608789113245486
exampleTumor1	m104	2	85	1.3744913563334407e-07	True	0.4644698320085419	0.4644698459572693	0.43946078886605616	0.57833949304756	0.5783395130938829	0.5608789113245486
exampleTumor1	m105	2	85	1.3744913563334407e-07	True	0.4644698593218851	0.4644698459572693	0.43946078886605616	0.5783395214840921	0.5783395130938829	0.5608789113245486
exampleTumor1	m106	1	197	5.5547056535082934e-08	True	0.9999999638951395	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m107	1	197	5.5547056535082934e-08	True	0.9999999638966874	0.9999999820400683	1.0	0.9999999612852689	0.9999999744101855	1.0
exampleTumor1	m108	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612844118	0.9999999744101855	1.0
exampleTumor1	m109	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612851322	0.9999999744101855	1.0
exampleTumor1	m110	2	85	1.3744913563334407e-07	True	0.4644698386600487	0.4644698459572693	0.43946078886605616	0.5783395059811202	0.5783395130938829	0.5608789113245486
exampleTumor1	m111	3	18	1.8123689036591445e-06	True	0.20466085767202027	0.20466086196598293	0.18776779171076713	0.2680186649374554	0.26801886587083323	0.2487078336611672
exampleTumor1	m112	1	197	5.5547056535082934e-08	True	0.9999999638954623	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m113	1	197	5.5547056535082934e-08	True	0.9999999639007725	0.9999999820400683	1.0	0.9999999612866243	0.9999999744101855	1.0
exampleTumor1	m114	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m115	1	197	5.5547056535082934e-08	True	0.9999999638942608	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m116	2	85	1.3744913563334407e-07	True	0.46446985126640156	0.4644698459572693	0.43946078886605616	0.5783395252917929	0.5783395130938829	0.5608789113245486
exampleTumor1	m117	1	197	5.5547056535082934e-08	True	0.9999999638946457	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m118	3	18	1.8123689036591445e-06	True	0.2046609433323743	0.20466086196598293	0.18776779171076713	0.2680188524562822	0.26801886587083323	0.2487078336611672
exampleTumor1	m119	2	85	1.3744913563334407e-07	True	0.46446983533933767	0.4644698459572693	0.43946078886605616	0.5783395440617349	0.5783395130938829	0.5608789113245486
exampleTumor1	m120	1	197	5.5547056535082934e-08	True	0.9999999639002413	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m121	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612860685	0.9999999744101855	1.0
exampleTumor1	m122	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.999999961286073	0.9999999744101855	1.0
exampleTumor1	m123	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612858774	0.9999999744101855	1.0
exampleTumor1	m124	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.999999961286189	0.9999999744101855	1.0
exampleTumor1	m125	1	197	5.5547056535082934e-08	True	0.9999999638953955	0.9999999820400683	1.0	0.9999999612841955	0.9999999744101855	1.0
exampleTumor1	m126	1	197	5.5547056535082934e-08	True	0.9999999638987485	0.9999999820400683	1.0	0.9999999612857428	0.9999999744101855	1.0
exampleTumor1	m127	1	197	5.5547056535082934e-08	True	0.9999999638957205	0.9999999820400683	1.0	0.9999999612842909	0.9999999744101855	1.0
exampleTumor1	m128	1	197	5.5547056535082934e-08	True	0.9999999638946361	0.9999999820400683	1.0	0.9999999612843093	0.9999999744101855	1.0
exampleTumor1	m129	2	85	1.3744913563334407e-07	True	0.4644698429693332	0.4644698459572693	0.43946078886605616	0.5783395107528783	0.5783395130938829	0.5608789113245486
exampleTumor1	m130	1	197	5.5547056535082934e-08	True	0.9999999638966659	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m131	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.999999961285403	0.9999999744101855	1.0
exampleTumor1	m132	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m133	2	85	1.3744913563334407e-07	True	0.4644697518699337	0.4644698459572693	0.43946078886605616	0.5783395117983176	0.5783395130938829	0.5608789113245486
exampleTumor1	m134	1	197	5.5547056535082934e-08	True	0.9999999638990769	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m135	1	197	5.5547056535082934e-08	True	0.9999999638969791	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m136	2	85	1.3744913563334407e-07	True	0.4644698392279685	0.4644698459572693	0.43946078886605616	0.5783394980413237	0.5783395130938829	0.5608789113245486
exampleTumor1	m137	1	197	5.5547056535082934e-08	True	0.9999999639013849	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m138	2	85	1.3744913563334407e-07	True	0.4644698336032344	0.4644698459572693	0.43946078886605616	0.578339503745136	0.5783395130938829	0.5608789113245486
exampleTumor1	m139	1	197	5.5547056535082934e-08	True	0.9999999638962532	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m140	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612844109	0.9999999744101855	1.0
exampleTumor1	m141	2	85	1.3744913563334407e-07	True	0.4644698450141263	0.4644698459572693	0.43946078886605616	0.578339491263255	0.5783395130938829	0.5608789113245486
exampleTumor1	m142	1	197	5.5547056535082934e-08	True	0.9999999638950802	0.9999999820400683	1.0	0.9999999612844969	0.9999999744101855	1.0
exampleTumor1	m143	1	197	5.5547056535082934e-08	True	0.9999999638953496	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m144	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.999999961284699	0.9999999744101855	1.0
exampleTumor1	m145	1	197	5.5547056535082934e-08	True	0.9999999638957205	0.9999999820400683	1.0	0.9999999612845263	0.9999999744101855	1.0
exampleTumor1	m146	1	197	5.5547056535082934e-08	True	0.9999999638997986	0.9999999820400683	1.0	0.9999999612855186	0.9999999744101855	1.0
exampleTumor1	m147	2	85	1.3744913563334407e-07	True	0.4644698416754414	0.4644698459572693	0.43946078886605616	0.5783395106266414	0.5783395130938829	0.5608789113245486
exampleTumor1	m148	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612843907	0.9999999744101855	1.0
exampleTumor1	m149	2	85	1.3744913563334407e-07	True	0.4644698697903625	0.4644698459572693	0.43946078886605616	0.5783395055003757	0.5783395130938829	0.5608789113245486
exampleTumor1	m150	2	85	1.3744913563334407e-07	True	0.46446985893323933	0.4644698459572693	0.43946078886605616	0.5783395276840421	0.5783395130938829	0.5608789113245486
exampleTumor1	m151	3	18	1.8123689036591445e-06	True	0.20466101811457912	0.20466086196598293	0.18776779171076713	0.26801967686165107	0.26801886587083323	0.2487078336611672
exampleTumor1	m152	1	197	5.5547056535082934e-08	True	0.9999999638995346	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m153	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612863557	0.9999999744101855	1.0
exampleTumor1	m154	1	197	5.5547056535082934e-08	True	0.9999999638952867	0.9999999820400683	1.0	0.9999999612840864	0.9999999744101855	1.0
exampleTumor1	m155	1	197	5.5547056535082934e-08	True	0.9999999638962797	0.9999999820400683	1.0	0.9999999595179342	0.9999999744101855	1.0
exampleTumor1	m156	1	197	5.5547056535082934e-08	True	0.99999996389747	0.9999999820400683	1.0	0.9999999612856852	0.9999999744101855	1.0
exampleTumor1	m157	1	197	5.5547056535082934e-08	True	0.9999999638957947	0.9999999820400683	1.0	0.9999999612842313	0.9999999744101855	1.0
exampleTumor1	m158	1	197	5.5547056535082934e-08	True	0.9999999638972534	0.9999999820400683	1.0	0.9999999612844376	0.9999999744101855	1.0
exampleTumor1	m159	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612865694	0.9999999744101855	1.0
exampleTumor1	m160	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612847535	0.9999999744101855	1.0
exampleTumor1	m161	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.999999961286078	0.9999999744101855	1.0
exampleTumor1	m162	2	85	1.3744913563334407e-07	True	0.46446983267861913	0.4644698459572693	0.43946078886605616	0.5783394795271658	0.5783395130938829	0.5608789113245486
exampleTumor1	m163	2	85	1.3744913563334407e-07	True	0.4644698476104483	0.4644698459572693	0.43946078886605616	0.5783395210026407	0.5783395130938829	0.5608789113245486
exampleTumor1	m164	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612845079	0.9999999744101855	1.0
exampleTumor1	m165	2	85	1.3744913563334407e-07	True	0.46446985438727223	0.4644698459572693	0.43946078886605616	0.5783395406764653	0.5783395130938829	0.5608789113245486
exampleTumor1	m166	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612855008	0.9999999744101855	1.0
exampleTumor1	m167	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m168	1	197	5.5547056535082934e-08	True	0.9999999638954769	0.9999999820400683	1.0	0.9999999612847529	0.9999999744101855	1.0
exampleTumor1	m169	2	85	1.3744913563334407e-07	True	0.4644698682036819	0.4644698459572693	0.43946078886605616	0.5783395125168045	0.5783395130938829	0.5608789113245486
exampleTumor1	m170	3	18	1.8123689036591445e-06	True	0.20466077841185443	0.20466086196598293	0.18776779171076713	0.2680187372924937	0.26801886587083323	0.2487078336611672
exampleTumor1	m171	1	197	5.5547056535082934e-08	True	0.9999999638956105	0.9999999820400683	1.0	0.9999999612845536	0.9999999744101855	1.0
exampleTumor1	m172	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612852518	0.9999999744101855	1.0
exampleTumor1	m173	1	197	5.5547056535082934e-08	True	0.9999999638953049	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m174	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612859669	0.9999999744101855	1.0
exampleTumor1	m175	2	85	1.3744913563334407e-07	True	0.4644698479150689	0.4644698459572693	0.43946078886605616	0.5783395223864154	0.5783395130938829	0.5608789113245486
exampleTumor1	m176	2	85	1.3744913563334407e-07	True	0.46446980857359754	0.4644698459572693	0.43946078886605616	0.578339518825732	0.5783395130938829	0.5608789113245486
exampleTumor1	m177	1	197	5.5547056535082934e-08	True	0.9999999638962767	0.9999999820400683	1.0	0.9999999612844338	0.9999999744101855	1.0
exampleTumor1	m178	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612873278	0.9999999744101855	1.0
exampleTumor1	m179	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
exampleTumor1	m180	2	85	1.3744913563334407e-07	True	0.4644698530548644	0.4644698459572693	0.43946078886605616	0.5783395092276828	0.5783395130938829	0.5608789113245486
exampleTumor1	m181	2	85	1.3744913563334407e-07	True	0.4644698338452959	0.4644698459572693	0.43946078886605616	0.5783395373624544	0.5783395130938829	0.5608789113245486
exampleTumor1	m182	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612843467	0.9999999744101855	1.0
exampleTumor1	m183	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612861573	0.9999999744101855	1.0
exampleTumor1	m184	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612854052	0.9999999744101855	1.0
exampleTumor1	m185	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	0.9999999612860145	0.9999999744101855	1.0
exampleTumor1	m186	1	197	5.5547056535082934e-08	True	0.9999999638949322	0.9999999820400683	1.0	0.9999999612842733	0.9999999744101855	1.0
exampleTumor1	m187	1	197	5.5547056535082934e-08	True	0.9999999639015907	0.9999999820400683	1.0	0.9999999612865865	0.9999999744101855	1.0
exampleTumor1	m188	1	197	5.5547056535082934e-08	True	1.0	0.9999999820400683	1.0	1.0	0.9999999744101855	1.0
